key,reason,language,language_name,english,dutch,current_translation,previous_english,previous_dutch,comment,source_file
home.pausedCards %lld,en_nl_changed,hy,Armenian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: Դադարեցված՝ %lld պղպջակ | other: Դադարեցված՝ %lld պղպջակ,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,id,Indonesian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld gelembung tersimpan | other: %lld gelembung tersimpan,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,is,Icelandic,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld bóla í bið | other: %lld bóla í bið,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,it,Italian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld bolla in pausa | other: %lld bolle in pausa,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ja,Japanese,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lldこのバブルをキープ中 | other: %lldこのバブルをキープ中,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ka,Georgian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld ბუშტი შენახულია | other: %lld ბუშტი შენახულია,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,kk,Kazakh,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld көпіршік сақталды | other: %lld көпіршік сақталды,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,km,Khmer,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: ផ្អាកដោយរក្សាពពុះ %lld | other: ផ្អាកដោយរក្សាពពុះ %lld,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,kn,Kannada,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld ಬಬಲ್ ನಿಲ್ಲಿಸಲಾಗಿದೆ | other: %lld ಬಬಲ್ ನಿಲ್ಲಿಸಲಾಗಿದೆ,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ko,Korean,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: 버블 %lld개 보관 중 | other: 버블 %lld개 보관 중,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,lo,Lao,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: ພັກໄວ້ %lld ຟອງ | other: ພັກໄວ້ %lld ຟອງ,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,lt,Lithuanian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: Pristabdytas %lld burbulas | other: Pristabdytas %lld burbulas,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,lv,Latvian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld burbulis apturēts | other: %lld burbulis apturēts,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,mk,Macedonian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld меурче во пауза | other: %lld меурче во пауза,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ml,Malayalam,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld ബബിൾ നിർത്തിവച്ചു | other: %lld ബബിൾ നിർത്തിവച്ചു,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,mn,Mongolian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld бөмбөлөг түр хадгалсан | other: %lld бөмбөлөг түр хадгалсан,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,mr,Marathi,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld बुडबुडा थांबवलेला | other: %lld बुडबुडा थांबवलेला,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ms,Malay,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld gelembung dijeda | other: %lld gelembung dijeda,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,my,Burmese,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld ပူဖောင်း ခဏရပ်ထားသည် | other: %lld ပူဖောင်း ခဏရပ်ထားသည်,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,nb,Norwegian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld boble på pause | other: %lld boble på pause,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ne,Nepali,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld बबल रोकिएको | other: %lld बबल रोकिएको,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,or,Odia,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld ବବଲ୍ ବିରତିରେ | other: %lld ବବଲ୍ ବିରତିରେ,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,pa,Punjabi,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld ਬੁਲਬੁਲਾ ਰੁਕਿਆ | other: %lld ਬੁਲਬੁਲਾ ਰੁਕਿਆ,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,pl,Polish,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld bąbelek wstrzymany | few: %lld bąbelki wstrzymane | many: %lld bąbelków wstrzymanych | other: %lld bąbelka wstrzymane,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,pt,Portuguese,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld bolha em pausa | other: %lld bolhas em pausa,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ro,Romanian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld bulă în pauză | other: %lld bulă în pauză,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ru,Russian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld пузырь на паузе | few: %lld пузыря на паузе | many: %lld пузырей на паузе | other: %lld пузыря на паузе,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,si,Sinhala,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld බුබුලක් තබා ඇත | other: %lld බුබුලක් තබා ඇත,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,sk,Slovak,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld bublina pozastavená | other: %lld bublina pozastavená,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,sl,Slovenian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld shranjen mehurček | other: %lld shranjen mehurček,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,sq,Albanian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld flluskë e ndalur | other: %lld flluskë e ndalur,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,sr,Serbian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: Sačuvan %lld mehurić | other: Sačuvan %lld mehurić,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,sv,Swedish,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld bubbla sparad | other: %lld bubbla sparad,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,sw,Swahili,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: Kiputo %lld kimesitishwa | other: Kiputo %lld kimesitishwa,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ta,Tamil,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld குமிழி நிறுத்தப்பட்டுள்ளது | other: %lld குமிழி நிறுத்தப்பட்டுள்ளது,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,te,Telugu,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld బబుల్ పాజ్‌లో | other: %lld బబుల్ పాజ్‌లో,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,th,Thai,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: พักไว้ %lld ฟอง | other: พักไว้ %lld ฟอง,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,tr,Turkish,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: Bekleyen %lld baloncuk | other: Bekleyen %lld baloncuk,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ug,Uyghur,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld كۆپۈك توختىتىلدى | other: %lld كۆپۈك توختىتىلدى,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,uk,Ukrainian,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld бульбашку збережено | other: %lld бульбашку збережено,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,ur,Urdu,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld ببل روکا گیا | other: %lld ببل روکا گیا,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,uz,Uzbek,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld pufakcha pauzada | other: %lld pufakcha pauzada,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,vi,Vietnamese,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: Tạm giữ %lld bong bóng | other: Tạm giữ %lld bong bóng,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,zh,Chinese,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: %lld 个泡泡已暂存 | other: %lld 个泡泡已暂存,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
home.pausedCards %lld,en_nl_changed,zu,Zulu,one: %lld nut paused | other: %lld nuts paused,one: %lld noot gepauzeerd | other: %lld noten gepauzeerd,one: Kumiswe nebhamuza elingu-%lld | other: Kumiswe nebhamuza elingu-%lld,one: %lld bubble paused | other: %lld bubbles paused,one: %lld bubbel gepauzeerd | other: %lld bubbels gepauzeerd,"VoiceOver value for a level tile that holds a paused run, saying how many nuts are being kept.",Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,af,Afrikaans,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: Jy kan tot \*\*%lld borrel\*\* in hierdie vlak versamel. | other: Jy kan tot \*\*%lld borrel\*\* in hierdie vlak versamel.,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,am,Amharic,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: በዚህ ደረጃ እስከ **%lld አረፋ** መሰብሰብ ትችላለህ። | other: በዚህ ደረጃ እስከ **%lld አረፋ** መሰብሰብ ትችላለህ።,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,ar,Arabic,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: يمكنك جمع حتى **%lld فقاعة** في هذا المستوى. | other: يمكنك جمع حتى **%lld فقاعة** في هذا المستوى.,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,as,Assamese,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: এই লেভেলত সৰ্বাধিক **%lld বুদবুদ** গোটাব পাৰিবা। | other: এই লেভেলত সৰ্বাধিক **%lld বুদবুদ** গোটাব পাৰিবা।,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,az,Azerbaijani,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: Bu səviyyədə ən çox **%lld baloncuk** toplaya bilərsən. | other: Bu səviyyədə ən çox **%lld baloncuk** toplaya bilərsən.,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,be,Belarusian,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: Тут можна сабраць да **%lld бурбалкі**. | other: Тут можна сабраць да **%lld бурбалкі**.,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,bg,Bulgarian,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: Можеш да събереш до **%lld балон** в това ниво. | other: Можеш да събереш до **%lld балон** в това ниво.,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,bn,Bengali,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: এই লেভেলে সর্বোচ্চ **%lldটি বাবল** সংগ্রহ করতে পারো। | other: এই লেভেলে সর্বোচ্চ **%lldটি বাবল** সংগ্রহ করতে পারো।,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,bo,Tibetan,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: རིམ་པ་འདིར་ཁྱེད་ཀྱིས **ལྦུ་བ %lld** བསྡུ་ཐུབ། | other: རིམ་པ་འདིར་ཁྱེད་ཀྱིས **ལྦུ་བ %lld** བསྡུ་ཐུབ།,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,bs,Bosnian,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: U ovom nivou možeš skupiti do **%lld mjehurić**. | other: U ovom nivou možeš skupiti do **%lld mjehurić**.,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
levelIntro.cardsBullet %lld,en_nl_changed,ca,Catalan,one: You can collect up to **%lld nut** in this level. | other: You can collect up to **%lld nuts** in this level.,one: Je kunt in dit level maximaal **%lld noot** verzamelen. | other: Je kunt in dit level maximaal **%lld noten** verzamelen.,one: Pots recollir fins a **%lld bombolla** en aquest nivell. | other: Pots recollir fins a **%lld bombolla** en aquest nivell.,one: You can collect up to **%lld bubble** in this level. | other: You can collect up to **%lld bubbles** in this level.,one: Je kunt in dit level maximaal **%lld bubbel** verzamelen. | other: Je kunt in dit level maximaal **%lld bubbels** verzamelen.,Third line of the level intro card: the most nuts this level can yield. Emphasise the count and its noun with Markdown **bold**.,Localizable.xcstrings
